FullName,LastFirst,FirstName,LastName,Party,County,District,FormattedDistrict,EmployeeNo,InOfficeCount,PossibleVoteCount,CorrectVoteCount,IncorrectVoteCount,AbsenceCount,PresidingCount,MaxLegislatorScore,RawScore,PercentMissed,VotingPercent,VotingGrade,SponsorRawScore,CombinedPercent,CombinedGrade
Rep. Kristin Noble (R),"Noble, Kristin",Kristin,Noble,R,Hillsborough,2,Hillsborough-02,409140,139,139,137,2,0,0,184,182,0,99,A+,2,101,A+
Rep. Tom Mannion (R),"Mannion, Tom",Tom,Mannion,R,Hillsborough,1,Hillsborough-01,409126,139,139,136,3,0,0,184,181,0,98,A+,2,101,A+
Rep. Diane Pauer (R),"Pauer, Diane",Diane,Pauer,R,Hillsborough,36,Hillsborough-36,409010,139,139,136,3,0,0,184,180,0,98,A+,2,100,A+
Rep. Robert Wherry (R),"Wherry, Robert",Robert,Wherry,R,Hillsborough,13,Hillsborough-13,409187,139,139,135,4,0,0,184,178,0,97,A,4,100,A+
Rep. Matt Sabourin dit Choinière (R),"Sabourin dit Choinière, Matt",Matt,Sabourin dit Choinière,R,Rockingham,30,Rockingham-30,409289,139,139,134,5,0,0,184,176,0,96,A,4,100,A+
Rep. Ross Berry (R),"Berry, Ross",Ross,Berry,R,Hillsborough,44,Hillsborough-44,409019,139,139,134,4,1,0,184,178,1,96,A,3,100,A+
Rep. Erica Layon (R),"Layon, Erica",Erica,Layon,R,Rockingham,13,Rockingham-13,409035,139,139,135,3,1,0,184,179,1,97,A+,2,100,A+
Rep. Dan McGuire (R),"McGuire, Dan",Dan,McGuire,R,Merrimack,14,Merrimack-14,376984,139,139,132,3,4,0,184,178,3,97,A,3,99,A+
Rep. Glenn Bailey (R),"Bailey, Glenn",Glenn,Bailey,R,Strafford,2,Strafford-02,409046,139,139,137,2,0,0,184,182,0,99,A+,0,99,A+
Rep. Susan DeRoy (R),"DeRoy, Susan",Susan,DeRoy,R,Strafford,3,Strafford-03,409221,139,139,132,4,3,0,184,176,2,95,A,4,99,A+
Rep. Samuel Farrington (R),"Farrington, Samuel",Samuel,Farrington,R,Strafford,8,Strafford-08,409229,139,139,136,3,0,0,184,180,0,98,A+,1,99,A+
Rep. Clayton Wood (R),"Wood, Clayton",Clayton,Wood,R,Merrimack,13,Merrimack-13,409188,139,139,135,4,0,0,184,179,0,97,A+,2,99,A+
Rep. Henry Giasson (R),"Giasson, Henry",Henry,Giasson,R,Hillsborough,29,Hillsborough-29,409235,139,139,135,4,0,0,184,178,0,97,A,2,98,A+
Rep. Lisa Mazur (R),"Mazur, Lisa",Lisa,Mazur,R,Hillsborough,44,Hillsborough-44,409129,139,139,134,5,0,0,184,176,0,96,A,3,98,A+
Rep. Carol McGuire (R),"McGuire, Carol",Carol,McGuire,R,Merrimack,27,Merrimack-27,376841,139,139,135,3,1,0,184,180,1,98,A+,1,98,A+
Rep. James Thibault (R),"Thibault, James",James,Thibault,R,Merrimack,25,Merrimack-25,409303,139,139,132,4,3,0,184,177,2,96,A,2,98,A+
Rep. Lino Avellani (R),"Avellani, Lino",Lino,Avellani,R,Carroll,4,Carroll-04,377205,139,139,136,3,0,0,184,180,0,98,A+,0,98,A+
Rep. Melissa Litchfield (R),"Litchfield, Melissa",Melissa,Litchfield,R,Rockingham,32,Rockingham-32,409040,139,139,134,3,2,0,184,178,1,97,A,1,98,A+
Rep. Jason Osborne (R),"Osborne, Jason",Jason,Osborne,R,Rockingham,2,Rockingham-02,377253,139,139,129,6,4,0,184,174,3,94,A,3,98,A+
Rep. Calvin Beaulier (R),"Beaulier, Calvin",Calvin,Beaulier,R,Grafton,1,Grafton-01,409207,139,139,135,4,0,0,184,179,0,97,A+,0,98,A+
Rep. Yury Polozov (R),"Polozov, Yury",Yury,Polozov,R,Merrimack,10,Merrimack-10,409153,139,139,134,4,1,0,184,176,1,96,A,2,98,A+
Rep. Brian Labrie (R),"Labrie, Brian",Brian,Labrie,R,Hillsborough,2,Hillsborough-02,409254,139,139,135,4,0,0,184,178,0,97,A,1,97,A+
Rep. Lisa Post (R),"Post, Lisa",Lisa,Post,R,Hillsborough,42,Hillsborough-42,408996,139,139,135,3,1,0,184,179,1,97,A+,0,97,A+
Rep. Liz Barbour (R),"Barbour, Liz",Liz,Barbour,R,Hillsborough,35,Hillsborough-35,409205,139,139,135,4,0,0,184,178,0,97,A,1,97,A+
Rep. Sherri Reinfurt (R),"Reinfurt, Sherri",Sherri,Reinfurt,R,Hillsborough,29,Hillsborough-29,409287,139,139,134,5,0,0,184,176,0,96,A,2,97,A+
Rep. Keith Erf (R),"Erf, Keith",Keith,Erf,R,Hillsborough,28,Hillsborough-28,408845,139,139,134,4,1,0,184,178,1,97,A,1,97,A+
Rep. Linda McGrath (R),"McGrath, Linda",Linda,McGrath,R,Rockingham,40,Rockingham-40,409266,139,139,133,5,1,0,184,176,1,95,A,2,97,A+
Rep. Keith Ammon (R),"Ammon, Keith",Keith,Ammon,R,Hillsborough,42,Hillsborough-42,377204,139,139,132,3,4,0,184,176,3,95,A,2,97,A+
Rep. Jordan Ulery (R),"Ulery, Jordan",Jordan,Ulery,R,Hillsborough,13,Hillsborough-13,376635,139,139,130,3,6,0,184,177,4,96,A,1,97,A+
Rep. Judy Aron (R),"Aron, Judy",Judy,Aron,R,Sullivan,4,Sullivan-04,408942,139,139,135,4,0,0,184,178,0,97,A,0,97,A+
Rep. Joe Sweeney (R),"Sweeney, Joe",Joe,Sweeney,R,Rockingham,25,Rockingham-25,377174,139,139,130,4,5,0,184,175,4,95,A,2,97,A
Rep. Lex Berezhny (R),"Berezhny, Lex",Lex,Berezhny,R,Grafton,11,Grafton-11,408988,139,139,134,2,3,0,184,178,2,96,A,0,97,A
Rep. Steven Kesselring (R),"Kesselring, Steven",Steven,Kesselring,R,Hillsborough,18,Hillsborough-18,409251,139,139,132,4,3,0,184,176,2,96,A,1,97,A
Rep. Rita Mattson (R),"Mattson, Rita",Rita,Mattson,R,Cheshire,18,Cheshire-18,409264,139,139,135,4,0,0,184,178,0,97,A,0,97,A
Rep. Alvin See (R),"See, Alvin",Alvin,See,R,Merrimack,26,Merrimack-26,409165,139,139,134,5,0,0,184,178,0,97,A,0,97,A
Rep. Seth King (R),"King, Seth",Seth,King,R,Coos,4,Coos-04,409117,139,139,132,5,2,0,184,178,1,97,A,0,97,A
Rep. Vicki Wilson (R),"Wilson, Vicki",Vicki,Wilson,R,Rockingham,9,Rockingham-09,409308,139,139,134,5,0,0,184,178,0,97,A,0,97,A
Rep. Marie Louise Bjelobrk (R),"Bjelobrk, Marie Louise",Marie Louise,Bjelobrk,R,Grafton,5,Grafton-05,409210,139,139,134,4,1,0,184,178,1,96,A,0,97,A
Rep. Michael Granger (R),"Granger, Michael",Michael,Granger,R,Strafford,2,Strafford-02,409103,139,139,124,2,13,0,184,172,9,93,A,3,97,A
Rep. Brian Nadeau (R),"Nadeau, Brian",Brian,Nadeau,R,Rockingham,4,Rockingham-04,409277,139,139,135,4,0,0,184,178,0,97,A,-0,96,A
Rep. James Guzofski (R),"Guzofski, James",James,Guzofski,R,Rockingham,1,Rockingham-01,409241,139,139,134,4,1,0,184,178,1,96,A,0,96,A
Rep. Sly Karasinski (R),"Karasinski, Sly",Sly,Karasinski,R,Cheshire,10,Cheshire-10,409248,139,139,134,4,1,0,184,178,1,96,A,0,96,A
Rep. Joe Alexander (R),"Alexander, Joe",Joe,Alexander,R,Hillsborough,29,Hillsborough-29,408950,139,139,128,4,7,0,184,174,5,95,A,2,96,A
Rep. Julius Soti (R),"Soti, Julius",Julius,Soti,R,Rockingham,35,Rockingham-35,409036,139,139,131,4,4,0,184,177,3,96,A,0,96,A
Rep. Jess Edwards (R),"Edwards, Jess",Jess,Edwards,R,Rockingham,31,Rockingham-31,408392,139,139,134,2,3,0,184,176,2,95,A,1,96,A
Rep. George Grant (R),"Grant, George",George,Grant,R,Sullivan,5,Sullivan-05,409238,139,139,132,5,2,0,184,177,1,96,A,0,96,A
Rep. John Potucek (R),"Potucek, John",John,Potucek,R,Rockingham,13,Rockingham-13,377257,139,139,134,5,0,0,184,177,0,96,A,0,96,A
Rep. Katherine Prudhomme-O'Brien (R),"Prudhomme-O'Brien, Katherine",Katherine,Prudhomme-O'Brien,R,Rockingham,13,Rockingham-13,377258,139,139,132,7,0,0,184,175,0,95,A,1,96,A
Rep. Lori Korzen (R),"Korzen, Lori",Lori,Korzen,R,Coos,7,Coos-07,409253,139,139,132,7,0,0,184,174,0,95,A,1,96,A
Rep. Michael Moffett (R),"Moffett, Michael",Michael,Moffett,R,Merrimack,4,Merrimack-04,407144,139,139,131,5,3,0,184,172,2,93,A,3,96,A
Rep. Gregory Hill (R),"Hill, Gregory",Gregory,Hill,R,Merrimack,2,Merrimack-02,376948,139,139,128,4,7,0,184,175,5,95,A,1,96,A
Rep. Stephen Boyd (R),"Boyd, Stephen",Stephen,Boyd,R,Merrimack,10,Merrimack-10,409029,139,139,134,5,0,0,184,176,0,96,A,0,96,A
Rep. Peter Mehegan (R),"Mehegan, Peter",Peter,Mehegan,R,Merrimack,12,Merrimack-12,409267,139,139,134,5,0,0,184,176,0,96,A,0,96,A
Rep. Mike Belcher (R),"Belcher, Mike",Mike,Belcher,R,Carroll,4,Carroll-04,409194,139,139,124,3,12,0,184,174,9,95,A,1,95,A
Rep. Cyril Aures (R),"Aures, Cyril",Cyril,Aures,R,Merrimack,13,Merrimack-13,409061,139,139,130,6,3,0,184,173,2,94,A,1,95,A
Rep. Dillon Dumont (R),"Dumont, Dillon",Dillon,Dumont,R,Hillsborough,13,Hillsborough-13,409225,139,139,127,2,10,0,184,175,7,95,A,0,95,A
Rep. Paul Tudor (R),"Tudor, Paul",Paul,Tudor,R,Rockingham,1,Rockingham-01,409030,139,139,135,4,0,0,184,175,0,95,A,0,95,A
Rep. Thomas Walsh (R),"Walsh, Thomas",Thomas,Walsh,R,Merrimack,10,Merrimack-10,377187,139,139,128,4,7,0,184,175,5,95,A,0,95,A
Rep. Rich Nalevanko (R),"Nalevanko, Rich",Rich,Nalevanko,R,Cheshire,9,Cheshire-09,409278,139,139,132,7,0,0,184,174,0,95,A,1,95,A
Rep. Ricky Devoid (R),"Devoid, Ricky",Ricky,Devoid,R,Merrimack,1,Merrimack-01,409223,139,139,134,5,0,0,184,177,0,96,A,-1,95,A
Rep. Michael Vose (R),"Vose, Michael",Michael,Vose,R,Rockingham,5,Rockingham-05,377272,139,139,132,7,0,0,184,173,0,94,A,1,95,A
Rep. Raymond Plante (R),"Plante, Raymond",Raymond,Plante,R,Merrimack,27,Merrimack-27,409285,139,139,127,3,9,0,184,175,6,95,A,0,95,A
Rep. Susan DeLemus (R),"DeLemus, Susan",Susan,DeLemus,R,Strafford,1,Strafford-01,376930,139,139,134,4,1,0,184,175,1,95,A,0,95,A
Rep. Walter Spilsbury (R),"Spilsbury, Walter",Walter,Spilsbury,R,Sullivan,3,Sullivan-03,409050,139,139,134,5,0,0,184,174,0,95,A,0,95,A
Rep. Claudine Burnham (R),"Burnham, Claudine",Claudine,Burnham,R,Strafford,2,Strafford-02,409075,139,139,123,4,12,0,184,172,9,93,A,1,95,A
Rep. Debra DeSimone (R),"DeSimone, Debra",Debra,DeSimone,R,Rockingham,18,Rockingham-18,376807,139,139,131,5,3,0,184,175,2,95,A,-1,95,A
Rep. Tom Ploszaj (R),"Ploszaj, Tom",Tom,Ploszaj,R,Belknap,1,Belknap-01,408962,139,139,131,8,0,0,184,174,0,95,A,0,95,A
Rep. Michael Aron (R),"Aron, Michael",Michael,Aron,R,Sullivan,8,Sullivan-08,409204,139,139,132,7,0,0,184,174,0,95,A,0,95,A
Rep. Jim Kofalt (R),"Kofalt, Jim",Jim,Kofalt,R,Hillsborough,32,Hillsborough-32,408995,139,139,108,3,17,11,169,154,12,91,A-,3,95,A
Rep. Daniel Popovici-Muller (R),"Popovici-Muller, Daniel",Daniel,Popovici-Muller,R,Rockingham,17,Rockingham-17,409154,139,139,123,5,11,0,184,171,8,93,A,2,94,A
Rep. Jonathan Morton (R),"Morton, Jonathan",Jonathan,Morton,R,Hillsborough,39,Hillsborough-39,409274,139,139,130,6,3,0,184,172,2,93,A,1,94,A
Rep. Margaret Drye (R),"Drye, Margaret",Margaret,Drye,R,Sullivan,7,Sullivan-07,409091,139,139,130,9,0,0,184,172,0,93,A,1,94,A
Rep. Matt Drew (R),"Drew, Matt",Matt,Drew,R,Hillsborough,19,Hillsborough-19,409224,139,139,120,4,15,0,184,170,11,92,A,2,94,A
Rep. Mark McLean (R),"McLean, Mark",Mark,McLean,R,Hillsborough,15,Hillsborough-15,377251,139,139,128,7,4,0,184,173,3,94,A,0,94,A
Rep. Thomas Kaczynski (R),"Kaczynski, Thomas",Thomas,Kaczynski,R,Strafford,5,Strafford-05,377241,139,139,133,6,0,0,184,173,0,94,A,0,94,A
Rep. Lisa Freeman (R),"Freeman, Lisa",Lisa,Freeman,R,Belknap,8,Belknap-08,408324,139,139,129,4,6,0,184,171,4,93,A,1,94,A
Rep. Vanessa Sheehan (R),"Sheehan, Vanessa",Vanessa,Sheehan,R,Hillsborough,43,Hillsborough-43,409007,139,139,132,5,2,0,184,172,1,93,A,1,94,A
Rep. Richard Lascelles (R),"Lascelles, Richard",Richard,Lascelles,R,Hillsborough,14,Hillsborough-14,408331,139,139,131,7,1,0,184,174,1,94,A,-0,94,A
Rep. Gerald Griffin (R),"Griffin, Gerald",Gerald,Griffin,R,Hillsborough,42,Hillsborough-42,408314,139,139,132,6,1,0,184,173,1,94,A,0,94,A
Rep. Ted Gorski (R),"Gorski, Ted",Ted,Gorski,R,Hillsborough,2,Hillsborough-02,408998,139,139,128,5,6,0,184,173,4,94,A,-0,94,A
Rep. Robert Harb (R),"Harb, Robert",Robert,Harb,R,Rockingham,20,Rockingham-20,408914,139,139,124,4,11,0,184,172,8,93,A,0,93,A
Rep. James Qualey (R),"Qualey, James",James,Qualey,R,Cheshire,18,Cheshire-18,408977,139,139,133,6,0,0,184,172,0,93,A,0,93,A
Rep. Mike Drago (R),"Drago, Mike",Mike,Drago,R,Rockingham,4,Rockingham-04,409090,139,139,121,4,14,0,184,170,10,92,A,1,93,A
Rep. Donald McFarlane (R),"McFarlane, Donald",Donald,McFarlane,R,Grafton,18,Grafton-18,409265,139,139,114,2,23,0,184,168,17,91,A-,2,93,A
Rep. Julie Miles (R),"Miles, Julie",Julie,Miles,R,Hillsborough,12,Hillsborough-12,409268,139,139,130,9,0,0,184,171,0,93,A,1,93,A
Rep. Pam Brown (R),"Brown, Pam",Pam,Brown,R,Rockingham,14,Rockingham-14,409213,139,139,123,5,11,0,184,171,8,93,A,1,93,A
Rep. Travis Corcoran (R),"Corcoran, Travis",Travis,Corcoran,R,Hillsborough,28,Hillsborough-28,409083,139,139,122,6,11,0,184,170,8,92,A,1,93,A
Rep. Diane Kelley (R),"Kelley, Diane",Diane,Kelley,R,Hillsborough,32,Hillsborough-32,409009,139,139,131,7,1,0,184,171,1,93,A,0,93,A
Rep. Riché Colcombe (R),"Colcombe, Riché",Riché,Colcombe,R,Hillsborough,30,Hillsborough-30,409080,139,139,132,6,1,0,184,171,1,93,A,1,93,A
Rep. Bob Lynn (R),"Lynn, Bob",Bob,Lynn,R,Rockingham,17,Rockingham-17,409037,139,139,132,7,0,0,184,170,0,92,A,1,93,A
Rep. Brian Cole (R),"Cole, Brian",Brian,Cole,R,Hillsborough,26,Hillsborough-26,409192,139,139,118,2,19,0,184,170,14,92,A,1,93,A
Rep. Douglas Thomas (R),"Thomas, Douglas",Douglas,Thomas,R,Rockingham,16,Rockingham-16,377267,139,139,132,7,0,0,184,170,0,92,A,1,93,A
Rep. Catherine Kenny (R),"Kenny, Catherine",Catherine,Kenny,R,Hillsborough,13,Hillsborough-13,409116,139,139,126,5,8,0,184,172,6,93,A,0,93,A
Rep. Katy Peternel (R),"Peternel, Katy",Katy,Peternel,R,Carroll,6,Carroll-06,409151,139,139,119,3,17,0,184,170,12,92,A,1,93,A
Rep. Rick Ladd (R),"Ladd, Rick",Rick,Ladd,R,Grafton,5,Grafton-05,376832,139,139,132,6,1,0,184,172,1,93,A,-0,93,A
Rep. Ron Dunn (R),"Dunn, Ron",Ron,Dunn,R,Rockingham,16,Rockingham-16,409092,139,139,123,2,14,0,184,172,10,93,A,-1,93,A
Rep. John Sellers (R),"Sellers, John",John,Sellers,R,Grafton,10,Grafton-10,409169,139,139,125,6,8,0,184,168,6,91,A-,2,93,A
Rep. David Love (R),"Love, David",David,Love,R,Rockingham,13,Rockingham-13,408905,139,139,120,3,16,0,184,170,12,92,A,0,93,A
Rep. JD Bernardy (R),"Bernardy, JD",JD,Bernardy,R,Rockingham,36,Rockingham-36,409041,139,139,132,7,0,0,184,170,0,92,A,0,93,A
Rep. Brian Seaworth (R),"Seaworth, Brian",Brian,Seaworth,R,Merrimack,12,Merrimack-12,377023,139,139,119,3,17,0,184,170,12,92,A,0,93,A
Rep. Matthew Pitaro (R),"Pitaro, Matthew",Matthew,Pitaro,R,Merrimack,11,Merrimack-11,409028,139,139,131,7,1,0,184,171,1,93,A,0,93,A
Rep. John Schneller (R),"Schneller, John",John,Schneller,R,Hillsborough,2,Hillsborough-02,409293,139,139,132,7,0,0,184,170,0,92,A,0,93,A
Rep. Darrell Louis (R),"Louis, Darrell",Darrell,Louis,R,Grafton,1,Grafton-01,409257,139,139,129,3,7,0,184,170,5,92,A,0,92,A
Rep. Marc Tremblay (R),"Tremblay, Marc",Marc,Tremblay,R,Coos,5,Coos-05,377043,139,139,132,7,0,0,184,170,0,92,A,0,92,A
Rep. David Walker (R),"Walker, David",David,Walker,R,Strafford,19,Strafford-19,409184,139,139,128,11,0,0,184,170,0,92,A,-1,92,A-
Rep. Len Turcotte (R),"Turcotte, Len",Len,Turcotte,R,Strafford,4,Strafford-04,377269,139,139,124,5,10,0,184,168,7,91,A-,1,92,A-
Rep. Jeremy Slottje (R),"Slottje, Jeremy",Jeremy,Slottje,R,Hillsborough,13,Hillsborough-13,409295,139,139,124,3,12,0,184,169,9,92,A-,0,92,A-
Rep. Kevin Scully (R),"Scully, Kevin",Kevin,Scully,R,Hillsborough,8,Hillsborough-08,408351,139,139,127,5,7,0,184,169,5,92,A-,0,92,A-
Rep. Gary Daniels (R),"Daniels, Gary",Gary,Daniels,R,Hillsborough,43,Hillsborough-43,375014,139,139,119,4,16,0,184,169,12,92,A-,0,92,A-
Rep. Donald Selby (R),"Selby, Donald",Donald,Selby,R,Rockingham,9,Rockingham-09,409294,139,139,115,3,21,0,184,169,15,92,A-,0,92,A-
Rep. Pierre Dupont (R),"Dupont, Pierre",Pierre,Dupont,R,Hillsborough,20,Hillsborough-20,409226,139,139,125,9,5,0,184,169,4,92,A-,0,92,A-
Rep. Shane Sirois (R),"Sirois, Shane",Shane,Sirois,R,Hillsborough,32,Hillsborough-32,409170,139,139,117,3,19,0,184,166,14,90,A-,1,91,A-
Rep. Raymond Peeples (R),"Peeples, Raymond",Raymond,Peeples,R,Hillsborough,14,Hillsborough-14,409284,139,139,119,5,15,0,184,167,11,91,A-,1,91,A-
Rep. James Spillane (R),"Spillane, James",James,Spillane,R,Rockingham,2,Rockingham-02,377264,139,139,113,4,22,0,184,166,16,90,A-,1,91,A-
Rep. Joseph Barton (R),"Barton, Joseph",Joseph,Barton,R,Grafton,1,Grafton-01,409206,139,139,122,6,11,0,184,169,8,92,A-,-0,91,A-
Rep. Andrew Prout (R),"Prout, Andrew",Andrew,Prout,R,Hillsborough,13,Hillsborough-13,408359,139,139,121,5,13,0,184,167,9,91,A-,0,91,A-
Rep. Kenneth Weyler (R),"Weyler, Kenneth",Kenneth,Weyler,R,Rockingham,14,Rockingham-14,374470,139,139,128,9,2,0,184,167,1,91,A-,-0,91,A-
Rep. Skip Rollins (R),"Rollins, Skip",Skip,Rollins,R,Sullivan,3,Sullivan-03,377163,139,139,126,12,1,0,184,167,1,91,A-,-0,91,A-
Rep. John Hunt (R),"Hunt, John",John,Hunt,R,Cheshire,14,Cheshire-14,372375,139,139,121,8,10,0,184,167,7,90,A-,0,90,A-
Rep. Bill Ohm (R),"Ohm, Bill",Bill,Ohm,R,Hillsborough,10,Hillsborough-10,376994,139,139,129,10,0,0,184,166,0,90,A-,0,90,A-
Rep. Steven Smith (R),"Smith, Steven",Steven,Smith,R,Sullivan,3,Sullivan-03,377031,139,139,50,1,10,78,83,75,7,90,Spkr,0,90,A-
Rep. Arnold Davis (R),"Davis, Arnold",Arnold,Davis,R,Coos,2,Coos-02,408983,139,139,118,6,15,0,184,165,11,90,A-,0,90,A-
Rep. Valerie McDonnell (R),"McDonnell, Valerie",Valerie,McDonnell,R,Rockingham,25,Rockingham-25,409131,139,139,125,8,6,0,184,165,4,90,A-,0,90,A-
Rep. Larry Gagne (R),"Gagne, Larry",Larry,Gagne,R,Hillsborough,16,Hillsborough-16,376814,139,139,115,5,19,0,184,165,14,90,A-,0,90,A-
Rep. Jeanine Notter (R),"Notter, Jeanine",Jeanine,Notter,R,Hillsborough,12,Hillsborough-12,376991,139,139,102,1,36,0,184,161,26,87,A-,2,90,A-
Rep. Kelley Potenza (R),"Potenza, Kelley",Kelley,Potenza,R,Strafford,19,Strafford-19,409156,139,139,124,10,5,0,184,162,4,88,A-,2,89,A-
Rep. Sayra DeVito (R),"DeVito, Sayra",Sayra,DeVito,R,Rockingham,8,Rockingham-08,409222,139,139,106,3,30,0,184,162,22,88,A-,2,89,A-
Rep. Paul Terry (R),"Terry, Paul",Paul,Terry,R,Belknap,7,Belknap-07,409053,139,139,118,5,16,0,184,163,12,89,A-,1,89,A-
Rep. Linda Gould (R),"Gould, Linda",Linda,Gould,R,Hillsborough,2,Hillsborough-02,377299,139,139,126,11,2,0,184,164,1,89,A-,0,89,A-
Rep. Mark Warden (R),"Warden, Mark",Mark,Warden,R,Hillsborough,39,Hillsborough-39,377049,139,139,100,0,39,0,184,161,28,87,A-,1,88,A-
Rep. Robley Hall (R),"Hall, Robley",Robley,Hall,R,Strafford,1,Strafford-01,409242,139,139,111,3,25,0,184,162,18,88,A-,0,88,A-
Rep. Aboul Khan (R),"Khan, Aboul",Aboul,Khan,R,Rockingham,30,Rockingham-30,377130,139,139,124,14,1,0,184,162,1,88,A-,-1,87,A-
Rep. Tanya Donnelly (R),"Donnelly, Tanya",Tanya,Donnelly,R,Rockingham,25,Rockingham-25,409089,139,139,123,15,1,0,184,161,1,87,A-,0,87,A-
Rep. Cindy Bennett (R),"Bennett, Cindy",Cindy,Bennett,R,Rockingham,4,Rockingham-04,409208,139,139,106,3,30,0,184,161,22,87,A-,0,87,A-
Rep. John MacDonald (R),"MacDonald, John",John,MacDonald,R,Carroll,6,Carroll-06,408825,139,139,111,8,20,0,184,161,14,87,A-,-0,87,B+
Rep. Maureen Mooney (R),"Mooney, Maureen",Maureen,Mooney,R,Hillsborough,12,Hillsborough-12,376501,139,139,125,8,6,0,184,161,4,87,A-,-0,87,B+
Rep. Charles Melvin (R),"Melvin, Charles",Charles,Melvin,R,Rockingham,20,Rockingham-20,408915,139,139,117,9,13,0,184,160,9,87,B+,0,87,B+
Rep. Linda Franz (R),"Franz, Linda",Linda,Franz,R,Grafton,6,Grafton-06,409232,139,139,111,10,18,0,184,160,13,87,B+,0,87,B+
Rep. Jonathan Smith (R),"Smith, Jonathan",Jonathan,Smith,R,Carroll,5,Carroll-05,408971,139,139,101,2,36,0,184,160,26,87,B+,0,87,B+
Rep. Lilli Walsh (R),"Walsh, Lilli",Lilli,Walsh,R,Rockingham,15,Rockingham-15,409185,139,139,127,11,1,0,184,162,1,88,A-,-1,87,B+
Rep. Joseph Hamblen (R),"Hamblen, Joseph",Joseph,Hamblen,R,Carroll,3,Carroll-03,409243,139,139,116,15,8,0,184,160,6,87,B+,-0,87,B+
Rep. Denis Murphy (R),"Murphy, Denis",Denis,Murphy,R,Cheshire,11,Cheshire-11,409276,139,139,118,17,4,0,184,159,3,86,B+,0,87,B+
Rep. Kathleen Paquette (R),"Paquette, Kathleen",Kathleen,Paquette,R,Hillsborough,25,Hillsborough-25,409282,139,139,113,11,15,0,184,160,11,87,B+,-1,86,B+
Rep. Steven Bogert (R),"Bogert, Steven",Steven,Bogert,R,Belknap,5,Belknap-05,409069,139,139,115,4,20,0,184,159,14,86,B+,0,86,B+
Rep. Mike Ouellet (R),"Ouellet, Mike",Mike,Ouellet,R,Coos,3,Coos-03,409143,139,139,119,9,11,0,184,159,8,86,B+,0,86,B+
Rep. Wayne Hemingway (R),"Hemingway, Wayne",Wayne,Hemingway,R,Sullivan,6,Sullivan-06,409246,139,139,114,10,15,0,184,159,11,86,B+,0,86,B+
Rep. Charles McMahon (R),"McMahon, Charles",Charles,McMahon,R,Rockingham,17,Rockingham-17,376498,139,139,119,8,12,0,184,159,9,86,B+,0,86,B+
Rep. Katelyn Kuttab (R),"Kuttab, Katelyn",Katelyn,Kuttab,R,Rockingham,17,Rockingham-17,409119,139,139,123,9,7,0,184,160,5,87,B+,-1,86,B+
Rep. Phyllis Katsakiores (R),"Katsakiores, Phyllis",Phyllis,Katsakiores,R,Rockingham,13,Rockingham-13,332247,139,139,109,4,26,0,184,159,19,86,B+,0,86,B+
Rep. Kevin Verville (R),"Verville, Kevin",Kevin,Verville,R,Rockingham,2,Rockingham-02,408388,139,139,101,3,35,0,184,158,25,86,B+,0,86,B+
Rep. John Janigian (R),"Janigian, John",John,Janigian,R,Rockingham,25,Rockingham-25,408412,139,139,99,2,38,0,184,158,27,86,B+,0,86,B+
Rep. Glen Aldrich (R),"Aldrich, Glen",Glen,Aldrich,R,Belknap,6,Belknap-06,377203,139,139,105,4,30,0,184,158,22,86,B+,0,86,B+
Rep. Juliet Harvey-Bolia (R),"Harvey-Bolia, Juliet",Juliet,Harvey-Bolia,R,Belknap,3,Belknap-03,408967,139,139,98,2,39,0,184,156,28,85,B+,1,86,B+
Rep. Jose Cambrils (R),"Cambrils, Jose",Jose,Cambrils,R,Merrimack,4,Merrimack-04,409025,139,139,100,3,36,0,184,157,26,85,B+,1,86,B+
Rep. Wayne MacDonald (R),"MacDonald, Wayne",Wayne,MacDonald,R,Rockingham,16,Rockingham-16,409051,139,139,122,11,6,0,184,158,4,86,B+,-1,85,B+
Rep. Richard Tripp (R),"Tripp, Richard",Richard,Tripp,R,Rockingham,13,Rockingham-13,408408,139,139,115,8,16,0,184,156,12,85,B+,0,85,B+
Rep. Dennis Mannion (R),"Mannion, Dennis",Dennis,Mannion,R,Rockingham,25,Rockingham-25,409127,139,139,124,15,0,0,184,157,0,85,B+,-1,85,B+
Rep. Ernesto Gonzalez (R),"Gonzalez, Ernesto",Ernesto,Gonzalez,R,Merrimack,3,Merrimack-03,409237,139,139,98,2,39,0,184,156,28,85,B+,0,85,B+
Rep. James Summers (R),"Summers, James",James,Summers,R,Rockingham,20,Rockingham-20,409179,139,139,103,4,32,0,184,154,23,83,B,0,84,B
Rep. Ralph Boehm (R),"Boehm, Ralph",Ralph,Boehm,R,Hillsborough,38,Hillsborough-38,376553,139,139,124,11,4,0,184,153,3,83,B,0,83,B
Rep. Richard Brown (R),"Brown, Richard",Richard,Brown,R,Carroll,8,Carroll-08,409073,139,139,93,5,41,0,184,152,29,82,B,1,83,B
Rep. Louise Andrus (R),"Andrus, Louise",Louise,Andrus,R,Merrimack,5,Merrimack-05,409020,139,139,106,10,23,0,184,152,17,83,B,0,83,B
Rep. Mary Murphy (R),"Murphy, Mary",Mary,Murphy,R,Hillsborough,27,Hillsborough-27,409275,139,139,91,2,46,0,184,151,33,82,B,0,82,B
Rep. Harry Bean (R),"Bean, Harry",Harry,Bean,R,Belknap,6,Belknap-06,408817,45,139,29,1,15,0,61,50,33,82,B,0,82,B
